start,duration,text
0.0,14.92," All right, so let's get started with today's lecture."
14.92,5.92, We're going to look at a lot more code where we basically figure out the complexity class
20.84,1.9600000000000009, of that given code.
22.8,3.719999999999999," So first, let's remember what we learned at the end of the last lecture."
26.599999999999998,7.440000000000001, We introduced this theta notation as a notation to mark the order of growth of a particular
34.04,2.6000000000000014, function or a particular piece of code.
36.64,6.359999999999999," And the theta, we preferred over big onotation because the theta allowed us to get this asymptotic"
43.0,4.1200000000000045, upper bound on the worst case runtime of our function.
47.120000000000005,3.519999999999996, So we wanted an asymptotic bound as opposed to an upper bound because that upper bound
50.64,3.280000000000001, can be anything that grows faster than our function.
53.92,4.079999999999998, So we preferred this theta as the asymptotic bound.
58.0,5.0," So at the end of last lecture, we basically said that given some function, the theta for"
63.0,5.320000000000007, that function is going to be the dominant term of that function.
68.32000000000001,4.279999999999987," So if we have a whole bunch of terms, we focus on the one that grows the most."
72.6,5.560000000000002," We drop any additive constants, any multiplicative constants, and all the other terms that don't"
78.16,3.960000000000008, grow as fast as that biggest one.
82.12,3.719999999999999, So we ended up with some classes of algorithms that we're going to go over today.
85.84,3.4000000000000057, We're going to see a bunch of codes that fall within those classes of algorithms.
89.24000000000001,6.3999999999999915," But before we go into that, I wanted to just quickly recap sort of the end of last lecture."
95.64,5.920000000000002," So we saw an example that was pretty similar to this one, if not the same."
101.56,5.240000000000009," So we know that given some function, we can grab the theta of that function by focusing"
106.80000000000001,1.6399999999999864, on that dominant term.
108.44,2.3600000000000136, But how do we get at that function?
110.8,6.040000000000006," So given some piece of code, the idea to get at that function was to first start by looking"
116.84,1.8799999999999955, at the inputs to the function.
118.72,5.200000000000003," So we have three inputs in this particular case, L, L, L, L, and L2."
123.92,5.320000000000007," Once we figure out the inputs to this function, we go on and look at everything within the"
129.24,3.0, code that depends on these input parameters.
132.24,5.519999999999982," So they could be direct, like a loop that goes over something related to the input, or"
137.76,3.8799999999999955," it could be indirect, as we're going to see in some examples later today."
141.64,7.039999999999992, But we basically look at just the parts of the function that deal with this input.
148.67999999999998,8.280000000000001," If we want to be exact, we start by finding out the exact number of operations that we"
156.95999999999998,2.0, do within this code.
158.95999999999998,4.360000000000014, That's something that we did when we counted the number of operations given some function.
163.32,7.439999999999998," So we're going to count the number of operations given this code in relation to L1, L2, and L."
170.76,6.039999999999992, So we've got this relationship that we can come up with that relates the number of operations
176.79999999999998,3.7600000000000193," run as a function of L, L1, and L2."
180.56,7.680000000000007, So the one over here is constant because we just have an assignment here for some variable.
188.24,3.240000000000009, The next term here is not constant.
191.48000000000002,5.759999999999991," There are five constant things that we're doing, assigning i to be a value in range, grabbing"
197.24,2.319999999999993, indexing into L at i.
199.56,6.1200000000000045," That's two, indexing until i, L1 at i, that's three, checking the equality that's four, and"
205.68,2.3600000000000136," then setting an L1 to be true, that's five."
208.04000000000002,4.519999999999982," So there's five operations, but these are repeated how many times?"
212.56,6.800000000000011, So they're repeated length L1 times because this loop goes through length L1.
219.36,6.9599999999999795," So this term here, this four loop here, is length L1 times five number of operations."
226.32,5.200000000000017," Then the one here is this assignment over here, and then this loop down at the bottom is"
231.52,7.0," exactly the same as the loop up at the top, except that now this bottom loop repeats length"
238.52,1.4799999999999898, L2 times.
240.0,4.800000000000011," So as L2 gets bigger, this loop will take longer to run."
244.8,1.5999999999999943, That's how we think about that.
246.4,4.639999999999986," And then lastly, the plus two at the end of that relationship is finding the end of these"
251.04,3.920000000000016, two variables and then doing a return.
254.96,5.0800000000000125, So that leads us to simplify it as five times length L1 plus five times length L2 plus
260.04,1.0, three.
261.04,4.1200000000000045, And this becomes the function that we can then grab the theta of.
265.16,5.360000000000014," So now we just use the regular rules of theta, law of addition and law of multiplication."
270.52000000000004,5.159999999999968," If there's anything to add or multiply, in this particular case, let's say that L1 and"
275.68,4.480000000000018," L2 are all the same length, and then we can simplify the above function to 10 length L plus"
280.16,1.0, three.
281.16,5.319999999999993," And then the theta of that becomes just theta of length L. Because we dropped the three,"
286.48,8.600000000000023," we dropped the 10 multiplying L, and then we just keep length L."
295.08,4.079999999999984, So this is how we get at the theta of a particular function.
299.15999999999997,2.0400000000000205, This is when we looked at last time.
301.2,4.800000000000011," But as we look at more functions today, we're going to get better at just identifying the"
306.0,4.159999999999968, parts of the code that just deal with our inputs.
310.15999999999997,4.520000000000039," This in L1 equals false, this in L2 equals false, this return, this end."
314.68,2.4399999999999977, Those are all constant things that are happening.
317.12,1.8799999999999955, So we don't need to focus in on those.
319.0,3.7199999999999704, We just maybe glance at them really quickly to make sure there's nothing funky going
322.72,3.160000000000025, on that's dependent on the length of our lists.
325.88000000000005,4.439999999999998," But we can just basically say, well, we've got our inputs, we've got one for loop that"
330.32000000000005,3.0399999999999636," goes through the length, another for loop that goes through the length."
333.36,4.639999999999986," They're in series, so we use the law of addition to say that this function is theta of length"
338.0,1.9600000000000364, L1 plus length L2.
339.96000000000004,4.599999999999966, And so then we can quickly tell the theta of that function just by looking at the parts
344.56,2.8800000000000523, that depend on the input.
347.44,6.8799999999999955," So at the end of last lecture, we ended up with looking at these, sorry, deciding that"
354.32,6.720000000000027, these are the complexity classes that we can categorize a lot of our functions in.
361.04,3.4399999999999977," So theta of 1 is constant, theta of log n is log rhythmic."
364.48,3.6399999999999864, Here n is assuming n is the input to my function.
368.12,7.9599999999999795," Theta of n is linear, theta of n log n is log linear, theta of n, if n is my input to"
376.08,4.759999999999991," some constant, like n squared and cubed, runs in polynomial time."
380.84,4.840000000000032," And then theta of some constant to the n, where n is my input, is going to be exponential,"
385.68,1.599999999999966," like 2 to the n, 3 to the n."
387.28,3.080000000000041, Those are all considered exponential time algorithms.
390.36,7.8799999999999955," And when we write our algorithms, we want to be up in this maybe top four, maybe top five,"
398.24,4.279999999999973, though polynomial is going to grow pretty quickly as our input gets big.
402.52,4.519999999999982, So if we can take our code and just quickly glance at it and classify it within one
407.03999999999996,7.0," of these algorithms, that can guide us towards deciding whether the algorithm we wrote was"
414.03999999999996,1.6400000000000432," good or bad, right?"
415.68,4.079999999999984," If we glance at it and say, hey, this algorithm is exponential or this function that I wrote"
419.76,4.399999999999977," is exponential, maybe we want to rethink our approach to the problem and try to get"
424.15999999999997,4.360000000000014, it into one of the upper complexity classes.
428.52,3.660000000000025, So what we're going to do the rest of this class is just go through a bunch of these
432.18,4.0, complexity classes and we're going to see some codes that belong to these complexity
436.18,6.659999999999968, classes and hopefully give you an idea of what code looks like that fits in one of these
442.84,2.160000000000025, complexity classes.
445.0,3.159999999999968, So the first one we'll look at is the constant complexity class.
448.15999999999997,1.5200000000000387, It's pretty simple.
449.68,3.1199999999999477, It's not really very interesting.
452.79999999999995,4.400000000000034," If your code belongs in this constant complexity class, that means that it does not depend"
457.2,1.0, on the input at all.
458.2,2.3999999999999773, It always runs in constant time.
460.59999999999997,7.32000000000005," So your code can have loops or it can have some sort of recursive structure, but that loop"
467.92,3.7999999999999545," or that recursive structure doesn't depend on the input at all, right?"
471.71999999999997,1.3199999999999932, So it's fine to have loops.
473.03999999999996,4.400000000000034," It's just as long as it doesn't depend on the input, it's considered constant."
477.44,3.4799999999999613, So there are some built-in operations that are constant time.
480.91999999999996,5.160000000000025," So if you see any of these operations like indexing into a list, appending to a list,"
486.08,5.600000000000023," having the value associated with the dictionary, those are all constant time."
