start,duration,text
0.0,12.36, All right.
12.36,1.4800000000000004," So, hello, everyone."
13.84,3.280000000000001, Let's get started.
17.12,0.8000000000000007, This is lecture 10.
17.92,4.079999999999998," So last lecture, we introduced two new data types."
22.0,2.84," We talked about a data type called a tuple,"
24.84,2.6799999999999997, and a data type called a list.
27.52,2.7600000000000016," So today, we're not going to talk about tuples anymore,"
30.28,1.5999999999999979, because they were pretty straightforward.
31.88,1.6800000000000033, A lot of operations you could do with strings.
33.56,1.3599999999999994, You could do with tuples.
34.92,1.8799999999999955, They were immutable objects.
36.8,1.6800000000000068," That means once you created them in memory,"
38.480000000000004,1.6799999999999926, you couldn't do anything to change them.
40.16,2.1600000000000037," And so they were, I guess, pretty boring,"
42.32,4.0, except that you could populate tuples with objects
46.32,1.5599999999999952, that were of any type.
47.879999999999995,2.960000000000008," So you could populate a tuple with integers, and floats,"
50.84,4.8799999999999955," and Booleans, and other tuples all at the same time."
55.72,3.1199999999999974, We introduced lists last time as well as something
58.839999999999996,2.6799999999999997, that was really similar to tuples and strings
61.519999999999996,2.9200000000000017, in terms of manipulations.
64.44,2.8400000000000034," List were also nice because you could populate them, again,"
67.28,4.200000000000003," with any kind of data objects, just like you could tuples."
71.48,2.0," Today, what we're going to focus on, though,"
73.48,3.6799999999999926," is the idea of mutability when talking about lists,"
77.16,1.7600000000000051, which is something new we have never
78.92,2.1599999999999966, talked about this idea before.
81.08,3.6799999999999926," And so this lecture is going to be pretty heavy on that idea,"
84.76,2.519999999999996, and a little bit heavy on syntax and things like that
87.28,5.52000000000001, to remind you of how to manipulate these compound data types.
92.80000000000001,1.7999999999999972," So please, if there's any questions,"
94.60000000000001,3.3599999999999994," feel free to stop me, and then I can go over what I just"
97.96000000000001,2.6400000000000006, talked about if there was anything confusing.
100.60000000000001,3.719999999999999, So this slide is basically a copy of the slide
104.32000000000001,2.480000000000004, we had on lists last lecture.
106.80000000000001,3.3599999999999994, It shows a bunch of different operations
110.16000000000001,1.6799999999999926, that you can do with lists.
111.84,2.0, They're very similar to operations
113.92,1.4000000000000057, that you can do with strings.
115.32000000000001,2.519999999999996," So here, I'm just creating an empty list."
117.84,2.9200000000000017, I'm creating a list with a bunch of elements in it.
120.76,4.200000000000003," So here, we can see that this list contains four elements,"
124.96000000000001,2.280000000000001, and they are all of different types.
127.24000000000001,1.5999999999999943," This is an integer, this is a string,"
128.84,1.8799999999999955," this is an integer, and this is another list."
130.72,3.4399999999999977, And that's totally okay to do with these data types.
135.36,2.2399999999999807," Doing all of these operations, getting the length,"
137.6,3.200000000000017," indexing, slicing, concatenation, getting the max,"
140.8,4.560000000000002," all that should be a review, as well as iterating"
145.36,2.8400000000000034, a for loop over the elements in a list directly.
148.20000000000002,3.680000000000007, So just like we iterated a for loop over characters
151.88000000000002,4.280000000000001," in a string, this loop basically makes e our loop variable,"
156.16000000000003,4.599999999999994, take on the value of every single element in our list L.
