start,duration,text
0.0,19.080000000000002," Let's get started, everybody."
19.080000000000002,4.799999999999997, So last lecture we began talking about this topic of recursion.
23.88,6.879999999999999, And it hopefully solidified a few sort of really fundamental ideas about recursion that
30.759999999999998,3.1199999999999974, we're going to use in today's lecture.
33.879999999999995,6.760000000000005," Today's lecture, the first half of it ish, we're going to talk about recursion just kind"
40.64,3.480000000000004, of to review on some actual numerical examples.
44.120000000000005,4.239999999999995," But then the second half, which is the main event for today, is going to be recursion on"
48.36,1.0, non-numeric.
49.36,2.5600000000000023, So specifically recursion on lists.
51.92,4.520000000000003, But the techniques we'll see on lists can be applied to other things that are non-numeric
56.440000000000005,3.559999999999995," as well, like two pulls or strings or things like that."
60.0,4.840000000000003, So let's start the review of a little bit of review of what we talked about last time
64.84,2.5999999999999943, in some of the big ideas by looking at this example.
67.44,4.480000000000004, So we're going to write a recursive function for the Fibonacci sequence.
71.92,4.6000000000000085, And the Fibonacci sequence exists in nature in a lot of places.
76.52,8.280000000000001, One specific place is you can model a mating of rabbits using Fibonacci sequence.
84.8,1.7199999999999989, But we won't be setting that in depth today.
86.52,2.1599999999999966, We're just going to be looking at the sequence itself.
88.67999999999999,6.680000000000007," So just to remind you, the idea behind Fibonacci is we start out with two sort of basic values."
95.36,3.6400000000000006, Fibonacci of one is one and Fibonacci of two is one.
99.0,3.5999999999999943," So in my table here, I've got these two starting values."
102.6,4.840000000000003, And we can fill in the remainder of the table by basically saying Fibonacci of n is Fibonacci
107.44,3.280000000000001, of n minus 1 plus Fibonacci of n minus 2.
110.72,2.3599999999999994, So Fibonacci of three will be 1 plus 1.
113.08,2.0799999999999983, Fibonacci of four will be 2 plus 1.
115.16,1.7999999999999972, Fibonacci of five is 3 plus 2.
116.96,2.1200000000000045, Fibonacci of six is 5 plus 3.
119.08,2.1599999999999966, And Fibonacci of seven is 8 plus 5.
121.24,4.3999999999999915, That's the sequence we all know and love.
125.63999999999999,5.240000000000009," So our two base cases, if we're going to put this in mathematical terms, are Fibonacci"
130.88,3.0, of one is one. Fibonacci of two is one.
133.88,7.560000000000002," And our recursive step, in terms of the math and sash programming, Lingo is going to be"
141.44,5.560000000000002, the Fibonacci of n is equal to Fibonacci of n minus 1 plus Fibonacci of n minus 2.
147.0,2.1999999999999886, So we put that in our function.
149.2,5.240000000000009, So we slap a definition around that code and turn it into a nice function that we can
154.44,0.7599999999999909, run.
155.2,3.4399999999999977," If x is 1 or x is 2, those are our two base cases."
158.64,4.8799999999999955," Because we just return 1 right off the bat, nothing to call, no functions to call."
163.51999999999998,1.4800000000000182, There are base cases.
165.0,3.839999999999975," But otherwise, we're going to return a value."
168.83999999999997,5.1200000000000045, And the thing we're going to return is a call to Fibonacci of n minus 1 plus Fibonacci
173.95999999999998,5.319999999999993," of n minus 2, just like the mathematical definition said to do."
179.27999999999997,3.5200000000000102," So this is different than what we saw last lecture, last lecture, and our recursive"
182.79999999999998,1.0, step.
183.79999999999998,3.1599999999999966, We had basically just one function called to ourselves.
186.96,5.560000000000002," So whatever function we had to find up here, we only had return some variation of that"
192.52,4.52000000000001," function down here with something else tacked onto it, like an addition of some value"
197.04000000000002,1.5199999999999818, or something else.
198.56,4.840000000000003," In this case, we actually have the function being called twice."
203.4,6.039999999999992, So we're going to see what implications this has as we trace through the code.
209.44,3.960000000000008," And so as I trace through the code, I'll remind you of some of the big ideas that we"
213.4,2.719999999999999, learned last lecture.
216.12,3.759999999999991, So let's say that we wanted to calculate Fibonacci of 6.
219.88,6.200000000000017, And so I'm going to illustrate a function call just by the name of the function with the
226.08,2.1599999999999966, parameter that I'm calling.
228.24,5.1200000000000045, So one of the big ideas from last lecture was that when you make a function call that
233.36,5.239999999999981," to a function that's recursive, you're going to trace through that function call and then"
238.6,3.0400000000000205, environment for that function just as you normally would.
241.64,5.039999999999992," But as soon as you see another function call, so in this case, Fibonacci of 6 doesn't enter"
246.67999999999998,4.1200000000000045," the base cases, it goes up into the recursive step."
250.79999999999998,6.320000000000022," And it says, I'm going to calculate Fibonacci of x minus 1 plus Fibonacci of x minus 2."
257.12,6.0," So for this Fibonacci of 6 function call, let's follow along and say, well, Fibonacci"
263.12,6.8799999999999955," of 6, I want to calculate Fibonacci of 5."
270.0,7.0," Is it, this is my question to you, is it going to now calculate Fibonacci of 4?"
277.0,5.0," No, very good."
282.0,5.399999999999977," Because Fibonacci of 5 is a function call, right, we need to explore what this function will"
287.4,6.560000000000002," return before Fibonacci of 6 can add the result of this, the return of this, to Fibonacci"
293.96,2.2000000000000455, of 4.
296.16,7.1200000000000045, So that means this new Fib 5 is an entirely new environment calling Fibonacci with n is
303.28000000000003,4.240000000000009," equal to 5, completely separate than our original Fibonacci of 6 call."
307.52000000000004,2.5600000000000023, So let's explore what Fibonacci of 5 is going to do.
310.08000000000004,3.8799999999999955," Well, in its function call, it's going to again go in the recursive step."
313.96000000000004,2.9599999999999795, It's going to figure out Fibonacci of 4.
316.92,3.0," And then it's going to pause there, right, because it needs to figure out what Fibonacci"
319.92,5.28000000000003," of 4 is before it finishes its other half, right, to do Fibonacci of 3."
325.2,4.519999999999982," So Fibonacci of 4 will now create a new environment, and now it has to explore its result of"
329.71999999999997,1.0, return.
330.71999999999997,4.640000000000043, So it figures out Fibonacci of 4 is again going into the recursive step to calculate Fibonacci
335.36,2.0, of 3 plus something.
337.36,3.4799999999999613," But we don't know what that something is yet, because we have to explore what Fibonacci"
340.84,1.6000000000000227," of 3 is, right?"
342.44,5.599999999999966," So already where 4 function calls deep, and we haven't really done any work that we"
348.03999999999996,3.7600000000000477," can see the result of, right, there's no values being passed back."
351.8,4.360000000000014, What we're doing is exploring this path down until we get to some sort of base case
356.16,8.0, that will kick off our sort of conquer step where we pass values back up the chain.
364.16,4.759999999999991, So Fibonacci of 3 again is going to look at Fibonacci of 2.
368.92,4.240000000000009," And finally, we've reached a base case."
373.16,2.519999999999982," So Fibonacci of 2 will immediately return, right?"
375.68,2.0, It doesn't make another function call.
377.68,7.680000000000007," So Fibonacci of 2 will return a value, and then Fibonacci of 3 in its function call has"
385.36,6.319999999999993," the result for Fibonacci of 2, and then it's going to do plus, that value plus Fibonacci"
391.68,1.0," of 1, right?"
392.68,1.3600000000000136, 3 minus 2.
394.04,1.5199999999999818, So that's this one here.
395.56,6.639999999999986," It can easily grab the, do that addition, and return the value back up to Fibonacci of"
402.2,1.0, 3.
403.2,6.8799999999999955," So Fibonacci of 3 has its first half ready, right?"
410.08,6.680000000000007," So Fibonacci of 4, sorry, so Fibonacci of 4 has its first half ready, Fibonacci of 3."
416.76,5.0400000000000205," So Fibonacci of 4 was trying to figure out what Fib 3 was, and it did, right?"
421.8,2.1999999999999886," It was Fib 2 plus Fib 1, too."
424.0,6.0," So now it has a value for its first half here, and it needs to add that value to Fibonacci"
430.0,3.7200000000000273," of 2, 4 minus 2."
433.72,5.0," So it will explore that path, that's a base case, so all it does is return the value immediately,"
438.72,6.479999999999961," and now Fibonacci of 4 has its value, whatever Fib 3 was, that we figured out, plus Fib"
445.2,1.6000000000000227, 2.
446.8,1.0, Okay.
447.8,7.319999999999993," Now Fib 4, we have a value for it when we called Fib 5, so Fib 5 is now halfway happy"
455.12,6.079999999999984," because it knows what Fib 4 is, but it needs to add that to Fib 3."
461.2,3.480000000000018," So Fib 5 is still halted, right?"
464.68,4.199999999999989," It can't return anything, because now it needs to explore what Fib 3 is."
468.88,8.400000000000034," Well, Fib 3 is going to be, do another function call, right?"
477.28000000000003,5.159999999999968," So it's going to call Fib 2 and Fib 1, which are two base cases, which easily return"
482.44,5.720000000000027," the value back up to Fib 3, and now Fib 5 is happy because it knows this value, and"
488.16,5.439999999999998," now it knows this value, it can add them together, and Fib 5 now has a value that it can keep"
493.6,1.1599999999999682, track of.
494.76,5.560000000000002," And now finally, Fib 6, we're not even close to being done, you guys, Fib 6 has a Fib"
500.32,5.079999999999984," 5 value, so it has half of the things it needs to figure out what Fib 6 is, because now"
505.4,2.640000000000043, it has to figure out what Fib 4 is.
508.04,3.519999999999982," And already you can tell what we're going to do next, we're going to start exploring"
511.56,2.2800000000000296, the exact same way like we did before.
513.84,5.1200000000000045," Fib 4 needs to calculate Fib 3, it can't do Fib 2 yet, because Fib 3 needs to calculate"
518.96,1.9599999999999227," Fib 2 and Fib 1, right?"
520.92,6.240000000000009," Pass back up the value, Fib 4 can now finish its job by calculating Fib 3 and Fib 2, pass"
527.16,6.639999999999986," up the value, and now finally, Fib 6 has its two halves here, Fib 5 and Fib 4, and it"
533.8,3.6400000000001, can add them together and return the value.
537.44,7.32000000000005," So a super inefficient algorithm, because there's a lot of sort of stuff going on, but"
544.7600000000001,3.3999999999999773," not much work being done until the end, right?"
548.1600000000001,4.0," We've got a bunch of base cases we get to, and then we can start building back up our"
552.1600000000001,1.3999999999999773, result.
553.5600000000001,4.840000000000032," And the reason why I say it's inefficient is because, well, we're exploring these paths,"
558.4000000000001,7.199999999999932," and as we go along the way, right, we figure out what Fib 3 is and what Fib 4 is, right?"
565.6,7.080000000000041," But then, when we explore the right half of Fib 6 over here, we're actually recalculating"
572.6800000000001,1.8799999999999955, these values all over again.
574.5600000000001,4.360000000000014," That's why I said we're not even halfway done, because when we got Fib 5, we had to explore"
578.9200000000001,7.719999999999914," Fib 4, and Fib 4, this branch down here is basically a copy of this one down here."
586.64,4.800000000000068, So there's a lot of work being done here where you just do the same thing over and over
591.44,1.3199999999999363, again.
592.76,5.279999999999973," And so that leads me to say, well, what if we didn't have to do all this work all over"
598.04,1.4800000000000182," again, right?"
599.52,5.440000000000055, If only there was some sort of data structure that we could use to keep track of things as
604.96,3.0399999999999636," we calculate them, right?"
608.0,2.7200000000000273, To basically map one thing to another.
610.72,5.839999999999918," So if we already calculated Fib 4 to be some value, why don't we just look it up?"
616.56,7.32000000000005," So anytime we use things like keeping track of and looking things up, that should ring"
623.88,3.839999999999918, a little bell that says dictionaries can help us do that.
627.7199999999999,4.82000000000005, And so what we can do is actually write a more efficient Fibonacci recursive Fibonacci
632.54,6.519999999999982," function that uses, it's still recursive, but it uses dictionaries to keep track of"
639.06,3.740000000000009, values as we calculate them.
642.8,6.559999999999945," And so this is the Fibonacci efficient function, so my name is Fib efficient."
649.3599999999999,4.32000000000005," Notice we're still calculating Fibonacci of some n, but we're going to pass in another"
653.68,2.159999999999968," parameter, a dictionary."
655.8399999999999,5.720000000000027, And this dictionary will keep track of the Fibonacci values as we calculate them.
661.56,5.159999999999968," So the key will be the n, and the value will be Fib of that n."
666.7199999999999,4.720000000000027, And so down here you can see we're going to initialize a dictionary that has Fib of
671.44,3.519999999999982," 1 maps to 1 and Fib of 2 maps to 1, right?"
674.96,3.6800000000000637, Those are our base cases.
678.6400000000001,5.959999999999923, So let's take a look at our Fibonacci recursive function now that uses dictionaries.
684.6,5.32000000000005, No longer do we need to think about the base cases as Fibonacci of 1 is this and Fibonacci
689.9200000000001,1.0799999999999272, of 2 is this.
691.0,5.440000000000055," Now all we need to do is say, well, let's look up the value in our dictionary."
696.44,2.240000000000009, That's what our base case will be.
698.68,4.8799999999999955," And we don't need to make a call to ourselves if the item is already in the dictionary, right?"
703.56,8.56000000000006, So we can just return the value associated with n in dictionary D if that n is already
712.12,1.7999999999999545, in the dictionary.
713.92,4.759999999999991, So our two base cases down here will initially be in our dictionary.
718.68,3.919999999999959," And as we figure out the values of Fibonacci, we'll add them to our dictionary."
722.5999999999999,3.2000000000000455, And that's exactly what the recursive step will do.
725.8,5.399999999999977," So else, the values not in our dictionary, so unfortunately we have to calculate it, right?"
